Estimate,Std Error,t-stat,P-Value
71758.06226863696,101.67818415372679,66.88974759294771,0.0
6801.228073752041,23.419837720870966,-0.5672079216083002,0.5705839490737026
-13.283917478058891,7416.980823472794,2.4268967014078564,0.015243783939097977
18000.24629489145,7434.931736357955,1.1492194090885501,0.2504893145563012
8544.367856670997,7498.477295636492,1.3568930884550336,0.17484169813268036
10174.63201638615,7504.289372281666,2.153188334372148,0.031324515953172094
16158.148334149773,7529.807160890578,1.5345301270779743,0.12492667536496116
11554.715939474061,7568.420810443751,1.4869305830590054,0.13706044029848696
11253.716368509036,7587.226814530672,0.950650072629013,0.3418019309493987
7212.797722286378,7595.196500985493,1.0649499866713044,0.28692082296185806
8088.504412490438,7611.24549333575,2.5645596600058504,0.010343204658771699
19519.493154610194,7609.561390104697,1.605657475452,0.10837652524997066
12218.34913093252,7619.745368824548,2.3589371347031802,0.01834391464578311
17974.500307502807,7628.203402803239,0.5794057769713349,0.562326706291342
4419.8251194965915,7642.526612975425,1.3569503190350245,0.17482351215577685
10370.528925710669,7645.738110375069,2.3638240826352246,0.01810385509208534
18073.17987482652,7647.184870919615,1.3872851119775669,0.16538160591225903
10608.825719966873,7662.0418021192945,1.748929341863253,0.08032979379458638
13400.36972630923,7671.784363556118,1.635672641087554,0.10193536414575521
12548.527791792034,7680.424457505407,-0.179793130262458,0.8573181307310236
-1380.887554959238,7764.250602337992,1.0353756904636835,0.3005151688532708
8038.916328328768,7765.155889447566,1.288997539216587,0.19742475505980472
10009.266833131102,7794.6213996604665,1.2196287476750645,0.22263054548031436
9506.544336269153,7831.084015804632,0.590905387426986,0.5545953776355348
4627.429734332313,7899.20058667698,1.683451497381133,0.09231474310545629
13297.921055755285,7924.551277619943,1.8969547321606417,0.05785883276918269
15032.51504633081,7916.9916748212745,1.2766649121125269,0.2017462390492084
10107.34548073131,7973.157883651466,0.9174896975008681,0.358905244940696
7315.290214798045,7969.143956654865,0.7619602064789037,0.44609931188228424
6072.1705746728485,8058.777105303127,-1.2829964594085517,0.199519058210043
-10339.38249326661,7973.30156129501,0.9948176789579647,0.3198457850075327
7931.981352839418,7995.625879165983,1.2978449119014956,0.19436654845740042
10377.082364743494,8036.205417153363,0.9488157835806568,0.34273416273825297
7624.878539891487,8025.872137023397,1.8165260641257581,0.06931562041871109
14579.205924243699,8100.681244427428,1.9928082775825542,0.04630593367515323
16143.104637952725,8070.325639519702,0.6634232009076753,0.5070727903592851
5354.041268137442,8134.513711187128,1.056903222683298,0.2905778606080309
8597.39375631515,8274.473079677035,1.693307519208226,0.09042391118861315
14011.22748330317,8201.972863966268,1.3181794952989436,0.1874697063720161
10811.672450278686,8473.472747902588,0.8974567799368444,0.3694939306624523
7604.575567215261,8335.521653240981,1.5545282526581718,0.12008585921997961
12957.80391060706,8503.960100645465,0.4541147851735,0.6497547444710765
3861.7740142286307,8488.750885991238,1.6217355069339818,0.10488728518941381
13766.508721329288,8553.361411237569,0.48407390486856156,0.6283425973751968
4140.45905808984,8550.666893184922,0.48936459020347944,0.6245928928187854
4184.393600149898,8789.61487987531,0.36174584066421756,0.7175485845982434
3179.606623835209,8836.359948306836,2.3287667879037928,0.019888585875640796
20577.821573580233,8886.416876487921,0.7275187611573364,0.46692297192588983
6465.03499711014,8915.521031336879,-0.8927138543916686,0.3720290261836936
-7959.009143794729,9343.540232503054,1.856073860606056,0.06346847939083466
17342.30079106995,9490.347898511058,1.0089825730165678,0.31300412688308166
9575.595641462063,9938.10511717482,0.662503519995393,0.5076617977356612
6584.029622212546,7392.314210380972,9.707117450157575,0.0
